ID;SCHULNUMME;SCHULFORM;NAME;KURZNAME;ADRESSE;POSTLEITZA;ORT;SCHUELER;RUFNUMMER;EMAIL;einwohner;full_adress;lat;lon
0;100027;FÃ¶rderschule;Kompass-Schule;Münster, FÖ SL Kompass-Schule;Bröderichweg 36;48159;Münster;0;0251390030;100027@schule.nrw.de;316403;Broederichweg 36, 48159, Muenster, Germany;NA;NA
0;100028;Realschule;Realschule im Bezirk Zollverein;Essen, RS im Bezirk Zollverein;Gelsenkirchener Str. 138 a;45309;Essen;429;02018561430;100028@schule.nrw.de;582415;Gelsenkirchener Str. 138 a, 45309, Essen, Germany;51,4883022000000;7,04929350000000
0;100029;Grundschule;Schule an der Oranienstraße;Oberhausen,GG Schule a. d. Oranienstraße;Oranienstr. 57;46147;Oberhausen;275;020830977970;100029@schule.nrw.de;209566;Oranienstr. 57, 46147, Oberhausen, Germany;51,5391824000000;6,81139969461548
0;100030;Waldorfschule;Freie Waldorfschule Rheine;Rheine, FW Meisenstr.;Meisenstr. 30;48429;Rheine;103;059719808310;100030@schule.nrw.de;76123;Meisenstr. 30, 48429, Rheine, Germany;52,2771022000000;7,47831670000000
0;100032;Grundschule;GGS Regenbogenschule;Brühl, GG (Verb.) Regenbogenschule;Kaiserstr. 158;50321;Brühl;255;02232503030;100032@schule.nrw.de;43673;Kaiserstr. 158, 50321, Bruehl, Germany;50,8371878000000;6,89080526227812
0;100033;Realschule;Bischöfliche Clara-Fey-Schule,Realschule;Schleiden, RS Clara-Fey-Schule;Malmedyer Str. 2;53937;Schleiden;233;024457012;100033@schule.nrw.de;13191;Malmedyer Str. 2, 53937, Schleiden, Germany;50,5312681000000;6,48221236197912
0;100034;Gesamtschule;Das Forscherhaus Gesamtschule;Bünde, GE Das Forscherhaus;Heidestr. 41;32257;Bünde;154;052234870024;100034@schule.nrw.de;45376;Heidestr. 41, 32257, Buende, Germany;52,1903658000000;8,59315579586625
0;100035;Berufskolleg;August-Hermann-Francke-Berufskolleg;Detmold, BK August-Hermann-Francke;Georgstr. 24;32756;Detmold;123;05231921680;100035@schule.nrw.de;74097;Georgstr. 24, 32756, Detmold, Germany;51,9504081000000;8,87804750000000
0;100036;Gesamtschule;Gesamtschule Helios;Köln, GE Gesamtschule Helios;Overbeckstr. 71-73;50823;Köln;328;022135589980;100036@schule.nrw.de;1083498;Overbeckstr. 71-73, 50823, Koeln, Germany;50,9549714000000;6,92725200000000
0;100037;Berufskolleg;Matthias-Claudius-Schule Bochum;Bochum, BK Matthias-Claudius-Schule;Weitmarer Str. 115b;44795;Bochum;35;0234943650;100037@schule.nrw.de;364454;Weitmarer Str. 115b, 44795, Bochum, Germany;51,4602943000000;7,19910740000000
0;100038;Grundschule;Grundschule Wefelshohl;Lüdenscheid, GG Wefelshohl;Gustavstr. 35;58511;Lüdenscheid;173;023519475190;100038@schule.nrw.de;71911;Gustavstr. 35, 58511, Luedenscheid, Germany;51,2123243000000;7,65447454854261
0;100039;Grundschule;Grundschule St. Albert als private;Ruppichteroth, WG St. Albert;Zum Brölbach 2;53809;Ruppichteroth;29;022959089890;100039@schule.nrw.de;NA;Zum Broelbach 2, 53809, Ruppichteroth, Germany;NA;NA
0;100040;Gymnasium;Gymnasium Neue Sandkaul;Köln, Gym Neue Sandkaul;Neue Sandkaul 29;50859;Köln;274;022122135320;100040@schule.nrw.de;1083498;Neue Sandkaul 29, 50859, Koeln, Germany;NA;NA
0;100041;Gesamtschule;Gesamtschule Wasseramselweg;Köln, GE Wasseramselweg;Am Wassermann 40;50829;Köln;486;022122135380;100041@schule.nrw.de;1083498;Am Wassermann 40, 50829, Koeln, Germany;NA;NA
0;100042;Gesamtschule;Gesamtschule der Stadt Geldern;Geldern, GE Königsberger Straße;Königsberger Str. 60;47608;Geldern;428;0283197796311;100042@schule.nrw.de;33760;Koenigsberger Str. 60, 47608, Geldern, Germany;51,5266469000000;6,32974807386058
0;100044;Gesamtschule;3. Gesamtschule;Gütersloh, GE 3. Gesamtschule;Ahornallee 46;33330;Gütersloh;311;0524150528210;100044@schule.nrw.de;100664;Ahornallee 46, 33330, Guetersloh, Germany;NA;NA
0;100045;Realschule;Realschule am Schlehenweg;Bielefeld, RS am Schlehenweg;Schlehenweg 24;33609;Bielefeld;165;0521518480;100045@schule.nrw.de;333509;Schlehenweg 24, 33609, Bielefeld, Germany;NA;NA
0;100046;Gemeinschaftsschule (Schulversuch);Sekundarschule Königsbrügge;Bielefeld, SK Königsbrügge;Fritz-Reuter-Str. 30;33604;Bielefeld;221;0521515970;100046@schule.nrw.de;333509;Fritz-Reuter-Str. 30, 33604, Bielefeld, Germany;52,0119814000000;8,55421370000000
0;100047;Gemeinschaftsschule (Schulversuch);Sekundarschule Gellershagen;Bielefeld, SK Gellershagen;Am Brodhagen 50;33613;Bielefeld;225;0521515723;100047@schule.nrw.de;333509;Am Brodhagen 50, 33613, Bielefeld, Germany;NA;NA
0;100048;Gesamtschule;Gesamtschule Bochum-Mitte;Bochum, GE Bochum-Mitte;Feldsieper Str. 94;44809;Bochum;646;02349505313;100048@schule.nrw.de;364454;Feldsieper Str. 94, 44809, Bochum, Germany;51,4947786000000;7,20712602872100
0;100049;Grundschule;dreieins-Grundschule als priv.Ersatzsch.;Aachen, GG dreieins-Grundschule .Priv.Er;Hander Weg 95;52072;Aachen;36;024199031900;100049@schule.nrw.de;248878;Hander Weg 95, 52072, Aachen, Germany;NA;NA
0;100051;Gesamtschule;Arnold-Freymuth-Gesamtschule;Hamm, GE Arnold-Freymuth-Gesamtschule;An der Falkschule 9;59077;Hamm;581;023818769710;100051@schule.nrw.de;178967;An der Falkschule 9, 59077, Hamm, Germany;NA;NA
0;100052;Gesamtschule;Comenius-Gesamtschule;Neuss, GE Comenius-Gesamtschule;Weberstr. 90a;41464;Neuss;895;021311330380;100052@schule.nrw.de;153109;Weberstr. 90a, 41464, Neuss, Germany;51,1833595000000;6,69103190000000
0;100053;Gemeinschaftsschule (Schulversuch);Neue Sekundarschule Dorsten;Dorsten, SK Juliusstraße;Juliusstr. 1;46284;Dorsten;369;0236228435100;100053@schule.nrw.de;74515;Juliusstr. 1, 46284, Dorsten, Germany;51,6762529000000;6,95719430000000
0;100054;Grundschule;Offene Gemeinschaftsgrundschule;Wuppertal, GG Matthäusstraße;Rathenaustr. 22;42277;Wuppertal;125;02025632080;100054@schule.nrw.de;355004;Rathenaustr. 22, 42277, Wuppertal, Germany;51,2806805000000;7,21415460000000
0;100056;Berufskolleg;CJD Berufskolleg,staatl.gen.Ersatzschule;Dortmund, BK CJD Berufskolleg;Kleybredde 29;44149;Dortmund;13;0231656020;100056@schule.nrw.de;587696;Kleybredde 29, 44149, Dortmund, Germany;NA;NA
0;100057;FÃ¶rderschule;Schule für Kranke Gütersloh;Gütersloh, KR im Füchtei;Im Füchtei 148;33334;Gütersloh;18;052415246709;100057@schule.nrw.de;100664;Im Fuechtei 148, 33334, Guetersloh, Germany;NA;NA
0;100058;Weiterbildungskolleg;Weiterbildungskolleg Münster;Münster, WBK RS, Gym Uppenkampstiege;Uppenkampstiege 21;48147;Münster;586;02512892790;100058@schule.nrw.de;316403;Uppenkampstiege 21, 48147, Muenster, Germany;NA;NA
0;100059;Grundschule;FASAN Freie Aktive Schule a. Niederrhein;Mönchengladbach, GG FASAN Freie Aktive;Alsstr. 70-72;41063;Mönchengladbach;50;021619043164;100059@schule.nrw.de;259665;Alsstr. 70-72, 41063, Moenchengladbach, Germany;51,2023065000000;6,45038220000000
0;100060;Berufskolleg;Textilakademie NRW Berufskolleg Sek. II;Mönchengladbach, BK Textilakademie NRW;Rheydter Str. 329;41065;Mönchengladbach;232;0216124750;100060@schule.nrw.de;259665;Rheydter Str. 329, 41065, Moenchengladbach, Germany;51,1900959000000;6,43573150000000
0;100061;Grundschule;Städtische Gemeinschaftsgrundschule;Düsseldorf, GG Steinkaul;Steinkaul 27;40589;Düsseldorf;140;02118925660;100061@schule.nrw.de;620523;Steinkaul 27, 40589, Duesseldorf, Germany;NA;NA
0;100062;FÃ¶rderschule;Schule für Kranke Paderborn;Paderborn, KR LWL;Am Ostfriedhof 10;33098;Paderborn;41;05251682213600;100062@schule.nrw.de;151864;Am Ostfriedhof 10, 33098, Paderborn, Germany;NA;NA
0;100063;Gesamtschule;Ida-Noddack-Gesamtschule;Wesel, GE Ida Noddack;Martinistr. 12;46483;Wesel;213;028116497940;100063@schule.nrw.de;60329;Martinistr. 12, 46483, Wesel, Germany;51,6601038000000;6,61183350304718
0;100064;Grundschule;Städtische Gemeinschaftsgrundschule;Bonn, GG Peter-Klein-Straße;Peter-Klein-Str. 4;53117;Bonn;188;02287789112;100064@schule.nrw.de;330579;Peter-Klein-Str. 4, 53117, Bonn, Germany;50,7551528000000;7,05662590000000
0;100065;Grundschule;Städtische Grundschule;Münster, GG Wolbeck - Nord;Grenkuhlenweg 21;48167;Münster;103;02506303830;100065@schule.nrw.de;316403;Grenkuhlenweg 21, 48167, Muenster, Germany;NA;NA
0;100066;Hauptschule;Glückauf-Schule;Essen, GH Glückauf-Schule;Bischoffstr. 120;45329;Essen;261;0201345175;100066@schule.nrw.de;582415;Bischoffstr. 120, 45329, Essen, Germany;51,5023036500000;7,01958807124167
0;100067;Grundschule;Städtische Katholische Grundschule;Düsseldorf, KG Niederkassel;Niederkasseler Str. 36;40547;Düsseldorf;326;02118924500;100067@schule.nrw.de;620523;Niederkasseler Str. 36, 40547, Duesseldorf, Germany;51,2374480000000;6,75391203383568
0;100068;Gesamtschule;Gesamtschule Berrenrather Straße;Köln, GE Berrenrather Straße;Berrenrather Str. 488;50937;Köln;205;022128550626;100068@schule.nrw.de;1083498;Berrenrather Str. 488, 50937, Koeln, Germany;50,9077216500000;6,91286828434268
0;100069;Gesamtschule;Gesamtschule am Berliner Ring;Monheim am Rhein, GE Berliner Ring;Berliner Ring 5;40789;Monheim am Rhein;267;021739514850;100069@schule.nrw.de;41279;Berliner Ring 5, 40789, Monheim am Rhein, Germany;NA;NA
0;100070;Gesamtschule;Gesamtschule Velbert-Neviges;Velbert, GE Velbert-Neviges;An der Maikammer 46-54;42553;Velbert;230;0205349690;100070@schule.nrw.de;81564;An der Maikammer 46-54, 42553, Velbert, Germany;NA;NA
0;100071;Gesamtschule;Gesamtschule Dellbrücker Mauspfad;Köln, GE Dellbrücker Mauspfad;Dellbrücker Mauspfad 198-200;51069;Köln;654;0221938500448;100071@schule.nrw.de;1083498;Dellbruecker Mauspfad 198-200, 51069, Koeln, Germany;NA;NA
0;100073;Grundschule;Kath. Grundschule St. Michael, Staatl.;Paderborn, KG St. Michael;Am Abdinghof 6;33098;Paderborn;63;052516939125;100073@schule.nrw.de;151864;Am Abdinghof 6, 33098, Paderborn, Germany;NA;NA
0;100074;FÃ¶rderschule;Hundertwasser-Schule;Altena, FÖ SQ, LE Hundertwasser-Schule;Nüggelnstück 3;58762;Altena;241;023519664450;100074@schule.nrw.de;16527;Nueggelnstueck 3, 58762, Altena, Germany;NA;NA
0;100075;FÃ¶rderschule;Schulischer Lernort Regenbogenschulhaus;Ahlen, FÖ SL Regenbogenschulhaus;Im Pattenmeicheln 14;59229;Ahlen;0;0238296899411;100075@schule.nrw.de;52635;Im Pattenmeicheln 14, 59229, Ahlen, Germany;NA;NA
0;100076;Grundschule;Grundschule St. Walburga Neuenheerse;Bad Driburg, GG St. Walburga Neuenheerse;Taildor 8;33014;Bad Driburg;71;05259542;100076@schule.nrw.de;18902;Taildor 8, 33014, Bad Driburg, Germany;NA;NA
0;100077;Gesamtschule;Gesamtschule Hiesfeld;Dinslaken, GE Hiesfeld;Kirchstr. 65;46539;Dinslaken;115;02064828410;100077@schule.nrw.de;67338;Kirchstr. 65, 46539, Dinslaken, Germany;51,5646933500000;6,77059693855643
0;100078;Grundschule;LOGOS-Grundschule;Köln, GG LOGOS;Arnsberger Str. 11;51065;Köln;30;022116908487;100078@schule.nrw.de;1083498;Arnsberger Str. 11, 51065, Koeln, Germany;50,9540754000000;7,01467195456889
0;100079;Grundschule;Paulus Schule;Düsseldorf, KG Paulus Schule;Paulusplatz 1;40237;Düsseldorf;334;0211667608;100079@schule.nrw.de;620523;Paulusplatz 1, 40237, Duesseldorf, Germany;NA;NA
0;100081;FÃ¶rderschule;Schule am Niederrhein;Kamp-Lintfort, FÖ LE,ES Sch.a.Niederrhei;Friedrich-Heinrich-Allee 24;47475;Kamp-Lintfort;140;0284250340;100081@schule.nrw.de;37635;Friedrich-Heinrich-Allee 24, 47475, Kamp-Lintfort, Germany;NA;NA
0;100082;Realschule;Private Realschule Altenbeken;Altenbeken, RS Altenbeken;Gardeweg 7;33184;Altenbeken;86;05255930978;100082@schule.nrw.de;NA;Gardeweg 7, 33184, Altenbeken, Germany;NA;NA
0;100083;Grundschule;Felix-Manz-Schule;Bergkamen, EG Felix-Manz-Schule;Kleiweg 10;59192;Bergkamen;49;023072018630;100083@schule.nrw.de;48919;Kleiweg 10, 59192, Bergkamen, Germany;NA;NA
0;100084;Grundschule;Grundschule Zukunftsschule Lippstadt;Lippstadt, GG Zukunftsschule;Im Eichholz 10;59556;Lippstadt;49;0294192347016;100084@schule.nrw.de;67793;Im Eichholz 10, 59556, Lippstadt, Germany;NA;NA
0;100085;Gesamtschule;Green-Gesamtschule;Duisburg, GE Green-Gesamtschule;Körnerplatz 2;47226;Duisburg;927;020659057811;100085@schule.nrw.de;495885;Koernerplatz 2, 47226, Duisburg, Germany;NA;NA
0;100086;Gesamtschule;Private Ökumenische Montessori-;Hagen, GE Priv. Ökumenische Montessori;Am Höing 12;58097;Hagen;24;023313400070;100086@schule.nrw.de;188687;Am Hoeing 12, 58097, Hagen, Germany;NA;NA
0;100087;Waldorfschule;Freie Waldorfschule Niederrhein-Aue;Uedem, FW Niederrhein-Aue;Meursfeldstr. 8;47589;Uedem;58;028253079471;100087@schule.nrw.de;NA;Meursfeldstr. 8, 47589, Uedem, Germany;51,6644082000000;6,27337859281501
0;100088;Grundschule;Städt. Gem. Grundschule Kastanienallee;Velbert, GG Kastanienallee;Kastanienallee 19 - 21;42549;Velbert;527;0205121705;100088@schule.nrw.de;81564;Kastanienallee 19 - 21, 42549, Velbert, Germany;NA;NA
0;100089;Gesamtschule;Heinrich-Böll-Gesamtschule;Bornheim, GE Bornheim 2;Beethovenstr. 57;53332;Bornheim;556;0222791490;100089@schule.nrw.de;48348;Beethovenstr. 57, 53332, Bornheim, Germany;50,7746927500000;6,92342644267304
0;100090;Realschule;Realschule Kettwig;Essen, RS Kettwig;Brederbachstr. 19;45219;Essen;426;02054940430;100090@schule.nrw.de;582415;Brederbachstr. 19, 45219, Essen, Germany;51,3676596500000;6,93845918844502
0;100091;Grundschule;Ida Gerhardi Schule;Lüdenscheid, GG Ida Gerhardi;Freiherr-vom-Stein-Str. 52;58511;Lüdenscheid;0;023516583070;100091@schule.nrw.de;71911;Freiherr-vom-Stein-Str. 52, 58511, Luedenscheid, Germany;51,2116666000000;7,62947770000000
0;100092;Grundschule;Städt. Kath. Grundschule;Düsseldorf, KG Rather Kreuzweg;Rather Kreuzweg 21;40472;Düsseldorf;189;02118992882;100092@schule.nrw.de;620523;Rather Kreuzweg 21, 40472, Duesseldorf, Germany;NA;NA
0;100093;Grundschule;Grundschule Mitte;Beckum, GG Grundschule Mitte;Brinkmannstr. 3;59269;Beckum;0;0252112051;100093@schule.nrw.de;36637;Brinkmannstr. 3, 59269, Beckum, Germany;51,7504751000000;8,04442162643729
0;100094;Grundschule;Bonifatiusschule;Dorsten, GG Bonifatiusschule;Pliesterbecker Str. 76;46284;Dorsten;48;0236261254;100094@schule.nrw.de;74515;Pliesterbecker Str. 76, 46284, Dorsten, Germany;51,6756134500000;6,95139354866718
0;100095;FÃ¶rderschule;Drachenfelsschule;Königswinter,FÖ LE, SQ Drachenfelsschule;Friedenstr. 22;53639;Königswinter;125;02223908286;100095@schule.nrw.de;41122;Friedenstr. 22, 53639, Koenigswinter, Germany;50,6924443500000;7,18350478926641
0;100096;Gesamtschule;Städtische Gesamtschule Rösrath;Rösrath, GE Rösrath;Freiherr-vom-Stein-Str. 25;51503;Rösrath;108;022051236;100096@schule.nrw.de;28759;Freiherr-vom-Stein-Str. 25, 51503, Roesrath, Germany;50,9035543500000;7,17758272719453
0;100097;FÃ¶rderschule;Förderschule Atheneé Royal;Düren, FÖ ES,LE, SQ Atheneé Royal;Rudolf-Diesel-Str. 19;52351;Düren;267;024212245400;100097@schule.nrw.de;91272;Rudolf-Diesel-Str. 19, 52351, Dueren, Germany;50,7776205500000;6,51165932700585
0;100098;Gesamtschule;Therese-Münsterteicher-Gesamtschule;Ahlen, GE Sedanstr.;Sedanstr. 54;59227;Ahlen;816;02382911620;100098@schule.nrw.de;52635;Sedanstr. 54, 59227, Ahlen, Germany;51,7705376500000;7,89229769274401
0;100099;FÃ¶rderschule;Förderzentrum Kleve Förderschule;Kleve, FÖ SQ, LE, ES Frankenstr.;Frankenstr. 25;47533;Kleve;158;02821997850;100099@schule.nrw.de;52359;Frankenstr. 25, 47533, Kleve, Germany;51,7843756000000;6,12950055315756
0;100101;FÃ¶rderschule;Schule am Hügel;Bonn, FÖ LE, ES Schule am Hügel;Am Propsthof 102;53121;Bonn;141;02287760980;100101@schule.nrw.de;330579;Am Propsthof 102, 53121, Bonn, Germany;NA;NA
0;100102;FÃ¶rderschule;Schule am Rheingarten;Bonn,FÖ LE, ES, SQ Schule am Rheingarten;Ringstr. 69-71;53225;Bonn;126;0228776541;100102@schule.nrw.de;330579;Ringstr. 69-71, 53225, Bonn, Germany;50,7322565000000;7,12158620000000
0;100103;Gesamtschule;Europaschule Rheinberg;Rheinberg, GE Europaschule Rheinberg;Dr.-Aloys-Wittrup-Str. 11;47495;Rheinberg;1009;02843970770;100103@schule.nrw.de;30933;Dr.-Aloys-Wittrup-Str. 11, 47495, Rheinberg, Germany;51,5520754500000;6,59308603948668
0;100104;Gemeinschaftsschule (Schulversuch);Hönnequellschule;Neuenrade, SK Hönnequellschule;Niederheide 3;58809;Neuenrade;393;023925022770;100104@schule.nrw.de;11772;Niederheide 3, 58809, Neuenrade, Germany;NA;NA
0;100105;Grundschule;Erzbischöfliche Grundschule am;Köln, KG am Bildungscampus;Neuerburgstr. 19;51103;Köln;26;022188060208;100105@schule.nrw.de;1083498;Neuerburgstr. 19, 51103, Koeln, Germany;50,9367002000000;7,00496810000000
0;100106;FÃ¶rderschule;Förderschule im Verbund Nord des;Wermelskirchen, FÖ LE,ES,SQ Verbund Nord;Robert-Stolz-Str. 19;42929;Wermelskirchen;141;021968877780;100106@schule.nrw.de;34597;Robert-Stolz-Str. 19, 42929, Wermelskirchen, Germany;51,1405974500000;7,23073704572657
0;100107;Gemeinschaftsschule (Schulversuch);Leonardo-da-Vinci-Schule;Morsbach SK Leonardo-da-Vinci;Hahner Str. 31;51597;Morsbach;376;022949939710;100107@schule.nrw.de;NA;Hahner Str. 31, 51597, Morsbach, Germany;50,8676818000000;7,72228499036349
0;100108;Gemeinschaftsschule (Schulversuch);Jacobischule;Kalletal, SK Jacobischule;Weinkamp 14;32689;Kalletal;360;05264647770;100108@schule.nrw.de;NA;Weinkamp 14, 32689, Kalletal, Germany;NA;NA
0;100109;Grundschule;Marienschule;Düsseldorf, KG Marienschule;Rheindorfer Weg 20;40591;Düsseldorf;344;02118924360;100109@schule.nrw.de;620523;Rheindorfer Weg 20, 40591, Duesseldorf, Germany;NA;NA
0;100111;Gemeinschaftsschule (Schulversuch);Konrad-Zuse-Schule;Langenberg, SK Konrad-Zuse;Bentelerstr. 104;33449;Langenberg;347;052487675;100111@schule.nrw.de;NA;Bentelerstr. 104, 33449, Langenberg, Germany;51,7637218500000;8,31997763333531
0;100112;Gemeinschaftsschule (Schulversuch);Sekundarschule Ascheberg;Ascheberg, SK Bahnhofsweg;Bahnhofsweg 5;59387;Ascheberg;424;025939299230;100112@schule.nrw.de;NA;Bahnhofsweg 5, 59387, Ascheberg, Germany;NA;NA
0;100114;Berufskolleg;Kolping-Sozial-Berufskolleg;Delbrück,BK Kolping-Sozial-Berufskolleg;Springpatt 3;33129;Delbrück;28;052512888546;100114@schule.nrw.de;32039;Springpatt 3, 33129, Delbrueck, Germany;NA;NA
0;100115;Grundschule;Cornelia Funke Schule;Recklinghausen, GG Cornelia Funke Schule;Bochumer Str. 22;45661;Recklinghausen;49;023617988;100115@schule.nrw.de;110705;Bochumer Str. 22, 45661, Recklinghausen, Germany;51,6584240000000;6,97358731545584
0;100116;Grundschule;Städt. Grundschule an der Schulstraße;Herne, GG an der Schulstraße;Schulstr. 57;44623;Herne;0;02323164492;100116@schule.nrw.de;156940;Schulstr. 57, 44623, Herne, Germany;51,5425410500000;7,22302496492263
0;100117;Realschule;Weitsicht! -Freie Realschule Wachtendonk;Wachtendonk, RS Weitsicht! - Fr. Realsch;Schoelkensdyck 1;47669;Wachtendonk;17;028363469960;100117@schule.nrw.de;NA;Schoelkensdyck 1, 47669, Wachtendonk, Germany;NA;NA
0;100118;FÃ¶rderschule;Albert-Schweitzer-Schule;Lage, FÖ LE Albert-Schweitzer;Kampweg 11;32791;Lage;137;052322558;100118@schule.nrw.de;34885;Kampweg 11, 32791, Lage, Germany;NA;NA
0;100119;Grundschule;Gemeinschaftsgrundschule Rahlenberg;Herscheid, GG Rahlenberg;Bergstr. 7;58849;Herscheid;0;023576007010;100119@schule.nrw.de;NA;Bergstr. 7, 58849, Herscheid, Germany;51,1824064000000;7,74074513852194
0;100120;Realschule;Private Realschule Sonsbeck;Sonsbeck, RS Herrenstraße;Herrenstr. 70;47665;Sonsbeck;17;0283891330;100120@schule.nrw.de;NA;Herrenstr. 70, 47665, Sonsbeck, Germany;51,6077327000000;6,37351490875818
0;100121;Gymnasium;Gymnasium Carolinenschule;Bochum, Gym Carolinenschule;Springorumallee 1-3;44795;Bochum;59;023438877200;100121@schule.nrw.de;364454;Springorumallee 1-3, 44795, Bochum, Germany;NA;NA
0;100122;Grundschule;Hermann Gmeiner Schule;Düsseldorf, KG Hermann Gmeiner Schule;Schillstr. 7;40599;Düsseldorf;177;02118926160;100122@schule.nrw.de;620523;Schillstr. 7, 40599, Duesseldorf, Germany;51,1780045000000;6,87565140000000
0;100123;Grundschule;Freie Schule Eifel;Heimbach, GG Freie Schule Eifel;Karl-H.-Krischer-Platz 1;52396;Heimbach;16;024468098582;100123@schule.nrw.de;4312;Karl-H.-Krischer-Platz 1, 52396, Heimbach, Germany;NA;NA
0;100124;Grundschule;AMSEL Grundschule;Gangelt, GG AMSEL Grundschule;Geilenkirchener Str. 54;52538;Gangelt;11;015773260604;100124@schule.nrw.de;NA;Geilenkirchener Str. 54, 52538, Gangelt, Germany;51,0056374500000;6,06009342777941
0;100125;Gesamtschule;Emmy-Noether-Gesamtschule;Neuenkirchen, GE Emmy-Noether;Friedrich-Bülten-Str. 15;48485;Neuenkirchen;0;059733136;100125@schule.nrw.de;NA;Friedrich-Buelten-Str. 15, 48485, Neuenkirchen, Germany;52,2396060500000;7,37325366054248
