ID;SCHULNUMME;SCHULFORM;NAME;KURZNAME;ADRESSE;POSTLEITZA;ORT;SCHUELER;RUFNUMMER;EMAIL;einwohner;full_adress;lat;lon;isna;id
0;100089;Gesamtschule;Heinrich-Böll-Gesamtschule;Bornheim, GE Bornheim 2;Beethovenstr. 57;53332;Bornheim;556;0222791490;100089@schule.nrw.de;48348;Beethovenstr. 57, 53332, Bornheim, Germany;50,7746927500000;6,92342644267304;0;74
0;100090;Realschule;Realschule Kettwig;Essen, RS Kettwig;Brederbachstr. 19;45219;Essen;426;02054940430;100090@schule.nrw.de;582415;Brederbachstr. 19, 45219, Essen, Germany;51,3676596500000;6,93845918844502;0;75
0;100091;Grundschule;Ida Gerhardi Schule;Lüdenscheid, GG Ida Gerhardi;Freiherr-vom-Stein-Str. 52;58511;Lüdenscheid;0;023516583070;100091@schule.nrw.de;71911;Freiherr-vom-Stein-Str. 52, 58511, Luedenscheid, Germany;51,2116666000000;7,62947770000000;0;76
0;100093;Grundschule;Grundschule Mitte;Beckum, GG Grundschule Mitte;Brinkmannstr. 3;59269;Beckum;0;0252112051;100093@schule.nrw.de;36637;Brinkmannstr. 3, 59269, Beckum, Germany;51,7504751000000;8,04442162643729;0;78
0;100094;Grundschule;Bonifatiusschule;Dorsten, GG Bonifatiusschule;Pliesterbecker Str. 76;46284;Dorsten;48;0236261254;100094@schule.nrw.de;74515;Pliesterbecker Str. 76, 46284, Dorsten, Germany;51,6756134500000;6,95139354866718;0;79
0;100095;FÃ¶rderschule;Drachenfelsschule;Königswinter,FÖ LE, SQ Drachenfelsschule;Friedenstr. 22;53639;Königswinter;125;02223908286;100095@schule.nrw.de;41122;Friedenstr. 22, 53639, Koenigswinter, Germany;50,6924443500000;7,18350478926641;0;80
0;100096;Gesamtschule;Städtische Gesamtschule Rösrath;Rösrath, GE Rösrath;Freiherr-vom-Stein-Str. 25;51503;Rösrath;108;022051236;100096@schule.nrw.de;28759;Freiherr-vom-Stein-Str. 25, 51503, Roesrath, Germany;50,9035543500000;7,17758272719453;0;81
0;100097;FÃ¶rderschule;Förderschule Atheneé Royal;Düren, FÖ ES,LE, SQ Atheneé Royal;Rudolf-Diesel-Str. 19;52351;Düren;267;024212245400;100097@schule.nrw.de;91272;Rudolf-Diesel-Str. 19, 52351, Dueren, Germany;50,7776205500000;6,51165932700585;0;82
0;100098;Gesamtschule;Therese-Münsterteicher-Gesamtschule;Ahlen, GE Sedanstr.;Sedanstr. 54;59227;Ahlen;816;02382911620;100098@schule.nrw.de;52635;Sedanstr. 54, 59227, Ahlen, Germany;51,7705376500000;7,89229769274401;0;83
0;100099;FÃ¶rderschule;Förderzentrum Kleve Förderschule;Kleve, FÖ SQ, LE, ES Frankenstr.;Frankenstr. 25;47533;Kleve;158;02821997850;100099@schule.nrw.de;52359;Frankenstr. 25, 47533, Kleve, Germany;51,7843756000000;6,12950055315756;0;84
0;100102;FÃ¶rderschule;Schule am Rheingarten;Bonn,FÖ LE, ES, SQ Schule am Rheingarten;Ringstr. 69-71;53225;Bonn;126;0228776541;100102@schule.nrw.de;330579;Ringstr. 69-71, 53225, Bonn, Germany;50,7322565000000;7,12158620000000;0;86
0;100103;Gesamtschule;Europaschule Rheinberg;Rheinberg, GE Europaschule Rheinberg;Dr.-Aloys-Wittrup-Str. 11;47495;Rheinberg;1009;02843970770;100103@schule.nrw.de;30933;Dr.-Aloys-Wittrup-Str. 11, 47495, Rheinberg, Germany;51,5520754500000;6,59308603948668;0;87
0;100105;Grundschule;Erzbischöfliche Grundschule am;Köln, KG am Bildungscampus;Neuerburgstr. 19;51103;Köln;26;022188060208;100105@schule.nrw.de;1083498;Neuerburgstr. 19, 51103, Koeln, Germany;50,9367002000000;7,00496810000000;0;89
0;100106;FÃ¶rderschule;Förderschule im Verbund Nord des;Wermelskirchen, FÖ LE,ES,SQ Verbund Nord;Robert-Stolz-Str. 19;42929;Wermelskirchen;141;021968877780;100106@schule.nrw.de;34597;Robert-Stolz-Str. 19, 42929, Wermelskirchen, Germany;51,1405974500000;7,23073704572657;0;90
0;100107;Gemeinschaftsschule (Schulversuch);Leonardo-da-Vinci-Schule;Morsbach SK Leonardo-da-Vinci;Hahner Str. 31;51597;Morsbach;376;022949939710;100107@schule.nrw.de;NA;Hahner Str. 31, 51597, Morsbach, Germany;50,8676818000000;7,72228499036349;0;91
0;100111;Gemeinschaftsschule (Schulversuch);Konrad-Zuse-Schule;Langenberg, SK Konrad-Zuse;Bentelerstr. 104;33449;Langenberg;347;052487675;100111@schule.nrw.de;NA;Bentelerstr. 104, 33449, Langenberg, Germany;51,7637218500000;8,31997763333531;0;94
0;100115;Grundschule;Cornelia Funke Schule;Recklinghausen, GG Cornelia Funke Schule;Bochumer Str. 22;45661;Recklinghausen;49;023617988;100115@schule.nrw.de;110705;Bochumer Str. 22, 45661, Recklinghausen, Germany;51,6584240000000;6,97358731545584;0;97
0;100116;Grundschule;Städt. Grundschule an der Schulstraße;Herne, GG an der Schulstraße;Schulstr. 57;44623;Herne;0;02323164492;100116@schule.nrw.de;156940;Schulstr. 57, 44623, Herne, Germany;51,5425410500000;7,22302496492263;0;98
0;100119;Grundschule;Gemeinschaftsgrundschule Rahlenberg;Herscheid, GG Rahlenberg;Bergstr. 7;58849;Herscheid;0;023576007010;100119@schule.nrw.de;NA;Bergstr. 7, 58849, Herscheid, Germany;51,1824064000000;7,74074513852194;0;101
0;100120;Realschule;Private Realschule Sonsbeck;Sonsbeck, RS Herrenstraße;Herrenstr. 70;47665;Sonsbeck;17;0283891330;100120@schule.nrw.de;NA;Herrenstr. 70, 47665, Sonsbeck, Germany;51,6077327000000;6,37351490875818;0;102
0;100122;Grundschule;Hermann Gmeiner Schule;Düsseldorf, KG Hermann Gmeiner Schule;Schillstr. 7;40599;Düsseldorf;177;02118926160;100122@schule.nrw.de;620523;Schillstr. 7, 40599, Duesseldorf, Germany;51,1780045000000;6,87565140000000;0;104
0;100124;Grundschule;AMSEL Grundschule;Gangelt, GG AMSEL Grundschule;Geilenkirchener Str. 54;52538;Gangelt;11;015773260604;100124@schule.nrw.de;NA;Geilenkirchener Str. 54, 52538, Gangelt, Germany;51,0056374500000;6,06009342777941;0;106
0;100125;Gesamtschule;Emmy-Noether-Gesamtschule;Neuenkirchen, GE Emmy-Noether;Friedrich-Bülten-Str. 15;48485;Neuenkirchen;0;059733136;100125@schule.nrw.de;NA;Friedrich-Buelten-Str. 15, 48485, Neuenkirchen, Germany;52,2396060500000;7,37325366054248;0;107
0;100126;Gesamtschule;Gesamtschule Ickern;Castrop-Rauxel, GE Gesamtsch.Ickern;Waldenburger Str. 130;44581;Castrop-Rauxel;0;02305972080;100126@schule.nrw.de;73126;Waldenburger Str. 130, 44581, Castrop-Rauxel, Germany;51,5987269500000;7,33142744866002;0;108
0;100128;Grundschule;Grundschule Vulkanstraße;Krefeld, GG Vulkanstraße;Vulkanstr. 264;47807;Krefeld;0;02151311661;100128@schule.nrw.de;226844;Vulkanstr. 264, 47807, Krefeld, Germany;51,3114768000000;6,57576560000000;0;110
0;100133;Berufskolleg;Kolping-Berufskolleg Paderborn;Paderborn, BK Kolping Berufskolleg;Otto-Stadler-Str. 9;33100;Paderborn;0;052511809447;100133@schule.nrw.de;151864;Otto-Stadler-Str. 9, 33100, Paderborn, Germany;51,7367896000000;8,78071786960325;0;115
0;100136;FÃ¶rderschule;Schule Talstraße, Fördersch. im Verbund;Stolberg, FÖ LE,ES,SQ Schule Talstraße;Talstr. 26;52223;Stolberg;0;0240224852;100136@schule.nrw.de;56377;Talstr. 26, 52223, Stolberg, Germany;50,7680941000000;6,21388673852851;0;116
0;100141;Grundschule;Freie Schule Rhein-Sieg, Staatl. gen.;Hennef, GG Freie Schule Rhein-Sieg;Schulstr. 38;53773;Hennef;0;01703133748;100141@schule.nrw.de;47544;Schulstr. 38, 53773, Hennef, Germany;50,7701030000000;7,26286754606352;0;119
0;100142;Realschule;Private Realschule Wettringen;Wettringen, RS Private Realschule;Bültstr. 2;48493;Wettringen;0;025573849310;100142@schule.nrw.de;NA;Bueltstr. 2, 48493, Wettringen, Germany;52,2092072000000;7,32739430000000;0;120
0;100158;Grundschule;Städtische Katholische Grundschule;Düsseldorf, KG Josef-Kleesattel-Str.;Josef-Kleesattel-Str. 13;40595;Düsseldorf;180;02117393600;100158@schule.nrw.de;620523;Josef-Kleesattel-Str. 13, 40595, Duesseldorf, Germany;51,1449630500000;6,88902456257300;0;122
0;100160;Grundschule;Grundschule Kaiserswerth;Düsseldorf, GG Kaiserswerth;Fliednerstr. 32;40489;Düsseldorf;307;02118923641;100160@schule.nrw.de;620523;Fliednerstr. 32, 40489, Duesseldorf, Germany;51,3024063000000;6,73794200000000;0;123
0;100237;Grundschule;Städt. Gem. Grundschule;Düsseldorf, GG Gumbertstr.;Gumbertstr. 191;40229;Düsseldorf;185;02119215317;100237@schule.nrw.de;620523;Gumbertstr. 191, 40229, Duesseldorf, Germany;51,2000743500000;6,84421755149254;0;128
0;100250;Grundschule;St. -Peter-Schule;Düsseldorf, KG St. -Peter;Jahnstr. 97;40215;Düsseldorf;192;02118924741;100250@schule.nrw.de;620523;Jahnstr. 97, 40215, Duesseldorf, Germany;51,2118529500000;6,77966940188233;0;129
0;100286;Grundschule;St. Apollinaris Schule;Düsseldorf, KG St. Apollinaris Schule;Itterstr. 16;40589;Düsseldorf;320;02118924726;100286@schule.nrw.de;620523;Itterstr. 16, 40589, Duesseldorf, Germany;51,1744918000000;6,83118700000000;0;132
0;100304;Grundschule;Städtische Katholische Grundschule;Düsseldorf, KG Mettmanner Straße;Hubbelrather Str. 13;40233;Düsseldorf;229;02118997971;100304@schule.nrw.de;620523;Hubbelrather Str. 13, 40233, Duesseldorf, Germany;51,2230138000000;6,80672053764021;0;134
0;100316;Grundschule;Städt. Kath. Grundschule;Düsseldorf, KG Höhenstr.;Höhenstr. 5;40227;Düsseldorf;206;02118928261;100316@schule.nrw.de;620523;Hoehenstr. 5, 40227, Duesseldorf, Germany;51,2164383000000;6,79960930000000;0;135
0;100330;Grundschule;Städt. Gem. Grundschule Urdenbach;Düsseldorf, GG Urdenbach;Garather Str. 16;40593;Düsseldorf;284;02118924450;100330@schule.nrw.de;620523;Garather Str. 16, 40593, Duesseldorf, Germany;51,1462819000000;6,87148941515811;0;137
0;100389;Grundschule;Städt. Gem. Grundschule;Düsseldorf, GG Deutzer Str.;Deutzer Str. 102;40229;Düsseldorf;158;02118924793;100389@schule.nrw.de;620523;Deutzer Str. 102, 40229, Duesseldorf, Germany;51,1917277000000;6,86006650745951;0;139
0;100420;Grundschule;Carl Sonnenschein Schule;Düsseldorf, KG Carl Sonnenschein Schule;Graf-Recke-Str. 153;40237;Düsseldorf;409;02118928340;100420@schule.nrw.de;620523;Graf-Recke-Str. 153, 40237, Duesseldorf, Germany;51,2436107000000;6,81770220329574;0;141
0;100444;Grundschule;Paul-Klee-Schule;Düsseldorf, KG Paul-Klee-Schule;Gerresheimer Str. 34-36;40211;Düsseldorf;208;02118923752;100444@schule.nrw.de;620523;Gerresheimer Str. 34-36, 40211, Duesseldorf, Germany;51,2268503000000;6,79802790000000;0;143
0;100468;Grundschule;Städt. Kath. Grundschule;Düsseldorf, KG Fuldaer Str.;Fuldaer Str. 33;40229;Düsseldorf;194;02119215314;100468@schule.nrw.de;620523;Fuldaer Str. 33, 40229, Duesseldorf, Germany;51,1917629000000;6,83689699541886;0;144
0;100470;Grundschule;Städt. Gem. Grundschule;Düsseldorf, GG Flurstr.;Flurstr. 59;40235;Düsseldorf;209;02118924557;100470@schule.nrw.de;620523;Flurstr. 59, 40235, Duesseldorf, Germany;51,2285581000000;6,81649393699968;0;145
0;100481;Grundschule;Städt. Katholische Grundschule;Düsseldorf, KG Florensstraße;Heinsenstr. 21;40221;Düsseldorf;178;02118924395;100481@schule.nrw.de;620523;Heinsenstr. 21, 40221, Duesseldorf, Germany;51,2058382500000;6,74149493965177;0;146
0;100493;Grundschule;Städt. Kath. Grundschule;Düsseldorf, KG Fleher Str.;Fleher Str. 213;40223;Düsseldorf;276;0211153916;100493@schule.nrw.de;620523;Fleher Str. 213, 40223, Duesseldorf, Germany;51,1936781000000;6,76892357388648;0;147
0;100500;Grundschule;Bonifatius-Schule;Düsseldorf, KG Bonifatius-Schule;Fleher Str. 70;40223;Düsseldorf;321;02118922110;100500@schule.nrw.de;620523;Fleher Str. 70, 40223, Duesseldorf, Germany;51,2024123500000;6,76645624901923;0;148
0;100523;Grundschule;St. Franziskus Schule;Düsseldorf, KG St. Franziskus Schule;Herchenbachstr. 2;40470;Düsseldorf;324;02118924810;100523@schule.nrw.de;620523;Herchenbachstr. 2, 40470, Duesseldorf, Germany;51,2499657500000;6,80912934133638;0;149
0;100535;Grundschule;Städt. Kath. Grundschule;Düsseldorf, KG Essener Str.;Essener Str. 1;40476;Düsseldorf;230;02118923807;100535@schule.nrw.de;620523;Essener Str. 1, 40476, Duesseldorf, Germany;51,2440686000000;6,78455090000000;0;150
0;100547;Grundschule;St. Cäcilia Schule;Düsseldorf, KG St. Cäcilia Schule;Erich-Müller-Str. 31;40597;Düsseldorf;123;02118928380;100547@schule.nrw.de;620523;Erich-Mueller-Str. 31, 40597, Duesseldorf, Germany;51,1673597000000;6,86906100000000;0;151
0;100560;Grundschule;Städt. Kath. Grundschule;Düsseldorf, KG Einsiedelstr.;Einsiedelstr. 25;40597;Düsseldorf;219;02118922648;100560@schule.nrw.de;620523;Einsiedelstr. 25, 40597, Duesseldorf, Germany;51,1632222000000;6,88547980000000;0;152
0;100572;Grundschule;Max-Schule;Düsseldorf, KG Max-Schule;Citadellstr. 2 B;40213;Düsseldorf;110;02118992493;100572@schule.nrw.de;620523;Citadellstr. 2 B, 40213, Duesseldorf, Germany;51,2231548500000;6,77058392400166;0;153
0;100584;Grundschule;St. Elisabeth Schule;Düsseldorf, KG St. Elisabeth Schule;Buchenstr. 16;40599;Düsseldorf;208;0211744319;100584@schule.nrw.de;620523;Buchenstr. 16, 40599, Duesseldorf, Germany;51,1787510000000;6,86085290000000;0;154
0;100596;Grundschule;St. Rochus-Schule;Düsseldorf, KG St. Rochus-Schule;Gneisenaustr. 60;40477;Düsseldorf;247;02118928300;100596@schule.nrw.de;620523;Gneisenaustr. 60, 40477, Duesseldorf, Germany;51,2395599000000;6,78444939341958;0;155
0;100602;Grundschule;Thomas-Schule;Düsseldorf, KG Thomas-Schule;Blumenthalstr. 11;40476;Düsseldorf;227;02118924682;100602@schule.nrw.de;620523;Blumenthalstr. 11, 40476, Duesseldorf, Germany;51,2488047500000;6,78053232821766;0;156
0;100651;Grundschule;Adolf-Klarenbach-Schule;Düsseldorf, GG Adolf-Klarenbach;Walther-Rathenau-Str. 15;40589;Düsseldorf;283;02118926190;100651@schule.nrw.de;620523;Walther-Rathenau-Str. 15, 40589, Duesseldorf, Germany;51,1703353000000;6,83728487916967;0;158
0;100663;Grundschule;Städt. Gem. Grundschule Unterrath;Düsseldorf, GG Beedstr.;Beedstr. 31;40468;Düsseldorf;94;02114791162;100663@schule.nrw.de;620523;Beedstr. 31, 40468, Duesseldorf, Germany;51,2757113500000;6,78326186174283;0;159
0;100675;Grundschule;Selma-Lagerlöf-Schule;Düsseldorf, GG Selma-Lagerlöf;Schillstr. 7;40599;Düsseldorf;206;02118925700;100675@schule.nrw.de;620523;Schillstr. 7, 40599, Duesseldorf, Germany;51,1780045000000;6,87565140000000;0;160
0;100687;Grundschule;Friedrich-von-Bodelschwingh Schule;Düsseldorf, EG Friedrich-v.Bodelschwingh;Cimbernstr. 24;40545;Düsseldorf;322;02115585930;100687@schule.nrw.de;620523;Cimbernstr. 24, 40545, Duesseldorf, Germany;51,2288194500000;6,75686779625953;0;161
0;100705;Grundschule;Brehm Schule;Düsseldorf, EG Brehm Schule;Karl-Müller-Str. 25;40237;Düsseldorf;443;02118923941;100705@schule.nrw.de;620523;Karl-Mueller-Str. 25, 40237, Duesseldorf, Germany;51,2345491000000;6,81430868461008;0;163
0;100730;Grundschule;Martin-Luther-Schule;Düsseldorf, EG Martin-Luther-Schule;Gotenstr. 20;40225;Düsseldorf;205;02118921729;100730@schule.nrw.de;620523;Gotenstr. 20, 40225, Duesseldorf, Germany;51,1962799000000;6,77955950878071;0;165
0;100742;Grundschule;Matthias-Claudius-Schule;Düsseldorf, GG Matthias-Claudius-Schule;Bongardstr. 9;40479;Düsseldorf;391;02118928310;100742@schule.nrw.de;620523;Bongardstr. 9, 40479, Duesseldorf, Germany;51,2345252000000;6,78686333772961;0;166
0;100754;Grundschule;Hanna-Zürndorfer-Schule;Düsseldorf, EG Hanna-Zürndorfer-Schule;Benderstr. 78;40625;Düsseldorf;205;02118928320;100754@schule.nrw.de;620523;Benderstr. 78, 40625, Duesseldorf, Germany;51,2375267000000;6,85192527881038;0;167
0;100766;Grundschule;Beckbusch-Schule;Düsseldorf, GG Beckbusch-Schule;Beckbuschstr. 2;40474;Düsseldorf;305;02118994719;100766@schule.nrw.de;620523;Beckbuschstr. 2, 40474, Duesseldorf, Germany;51,2644922000000;6,75213146674686;0;168
0;100778;Grundschule;Städt. Gem. Grundschule Lörick;Düsseldorf, GG Wickrather Str.;Wickrather Str. 31;40547;Düsseldorf;243;02118924635;100778@schule.nrw.de;620523;Wickrather Str. 31, 40547, Duesseldorf, Germany;51,2436330500000;6,73293567000308;0;169
